HANNOVERMESSE 2026 - Exhibitors
Hit type;Exhibitor;Country;Zip Code;City;Federal State;CCI District;Company website;Booth;Exhibitor presentation
Exhibitor;Armbruster Engineering GmbH & Co. KG;Germany;28207;Bremen;Bremen;;https://www.armbruster.de;"Hall 26, Stand E98, (21)";https://www.hannovermesse.de/exhibitor/armbruster-engineering/N1605324;
Exhibitor;Armtek Elektrik San. ve Tic. A.S.;Türkiye;06680;Cankaya;;;http://www.armtek.com.tr;"Hall 12, Stand E04, (12)";https://www.hannovermesse.de/exhibitor/armtek-elektrik/N1609033;
Exhibitor;Arnskötter GmbH Präzisionstechnik;Germany;48268;Greven;North Rhine-Westphalia;;http://www.arnskoetter.com;"Hall 17, Stand B30/4";https://www.hannovermesse.de/exhibitor/arnskotter-prazisionstechnik/N1481412;
Exhibitor;Artefact Deutschland GmbH;Germany;20148;Hamburg;Hamburg;;http://www.artefact.com;"Hall 27, Stand B24, (18)";https://www.hannovermesse.de/exhibitor/artefact-deutschland/N1609864;
Exhibitor;Asana Germany GmbH;Germany;81671;München;Bavaria;;http://asana.com;"Hall 14, Stand H06";https://www.hannovermesse.de/exhibitor/asana/N1612515;
Exhibitor;Asana Germany GmbH;Germany;81671;München;Bavaria;;http://asana.com;"Hall 27, Stand B24, (6)";https://www.hannovermesse.de/exhibitor/asana/N1614082;
Exhibitor;Asartech Arge Tasarim Muhendislik A.S.;Türkiye;34906;Pendik;;;https://www.asartech.com.tr/;"Hall 14, Stand L27, (3)";https://www.hannovermesse.de/exhibitor/asartech-arge-tasarim/N1609865;
Exhibitor;Ascom Deutschland GmbH;Germany;60388;Frankfurt;Hesse;;http://www.ascom.de;"Hall 14, Stand J54";https://www.hannovermesse.de/exhibitor/ascom-deutschland/N1614618;
Exhibitor;ASHUN Fluid Power Co., Ltd.;Taiwan;40852;Taichung City;;;https://www.ashun.com;"Hall 27, Stand E05, (3)";https://www.hannovermesse.de/exhibitor/ashun-fluid-power/N1572347;
Exhibitor;Asiaon Electric Co., Ltd.;China;325600;Yueqing;;;http://www.chinarelay.com;"Hall 27, Stand J03";https://www.hannovermesse.de/exhibitor/asiaon-electric/N1606868;
Exhibitor;Aspin Kemp & Associates Inc.;Canada;;Montague, PE C0A 1R0;;;https://www.aka-group.com;"Hall 26, Stand E78";https://www.hannovermesse.de/exhibitor/aspin-kemp-associates/N1578781;
Exhibitor;ASPION GmbH;Germany;76149;Karlsruhe;Baden-Wurttemberg;;http://www.aspion.de;"Hall 15, Stand D44, (D44/3)";https://www.hannovermesse.de/exhibitor/aspion/N1608209;
Exhibitor;ASPROVA GmbH;Germany;35578;Wetzlar;Hesse;;http://www.asprova.eu;"Hall 15, Stand E48";https://www.hannovermesse.de/exhibitor/asprova/N1503865;
Exhibitor;ASSIST Software;Germany;86159;Augsburg;Bavaria;;https://assist-software.net/de;"Hall 16, Stand F09";https://www.hannovermesse.de/exhibitor/assist-software/N1607629;
Exhibitor;Associacao CiTin - Centro de Interface Tecnologico Industrial;Portugal;4970-786;Arcos De Valdevez;;;http://www.citin.pt;"Hall 26, Stand F90";https://www.hannovermesse.de/exhibitor/associacao-citin/N1575723;
Exhibitor;Associacao para Promocao da Excelencia do Software Brasileiro;Brazil;70070-935;Brasilia DF;;;https://www.softex.br;"Hall 16, Stand B09";https://www.hannovermesse.de/exhibitor/associacao-para-promocao-da-excelencia/N1610629;
Exhibitor;Associação Brasileira de Internet das Coisas (ABINC);Brazil;01419-100;São Paulo SP;;;https://www.openindustry.org.br;"Hall 16, Stand B09";https://www.hannovermesse.de/exhibitor/associacao-brasileira-de-internet/N1609078;
Exhibitor;ASTUREX Sociedad de Promoción Exterior Principad de Asturias S.A.;Spain;33428;Llanera;;;http://www.investinasturias.es/de/;"Hall 15, Stand B14";https://www.hannovermesse.de/exhibitor/asturex/N1615125;
Exhibitor;AS-International Association e.V.;Germany;63571;Gelnhausen;Hesse;;http://www.as-interface.net;"Hall 27, Stand D18";https://www.hannovermesse.de/exhibitor/as-international-association/A385046;
Exhibitor;Atce Enerji Otomasyon ve. Pano Imalati Taah. Paz. San. Tic. A;Türkiye;23180;Yazikonak;;;https://atceenerji.com/en/;"Hall 12, Stand E04, (15)";https://www.hannovermesse.de/exhibitor/atce-enerji-otomasyon/N1571305;
Exhibitor;Athena Technology Inc.;United States of America;;Fremont 94539;;;https://athenatec.com/critical-manufacturing/;"Hall 15, Stand C14";https://www.hannovermesse.de/exhibitor/athena/N1582018;
Exhibitor;ATTB Antennentechnik Bad Blankenburg GmbH;Germany;07407;Rudolstadt;Thuringia;;https://www.attb.de/;"Hall 26, Stand F06, (21)";https://www.hannovermesse.de/exhibitor/attb-antennentechnik-bad-blankenburg/N1612890;
Exhibitor;Aubo (Beijing) Robotics Technology Co., Ltd.;China;100048;Beijing;;;https://aubo-robotics.com/;"Hall 26, Stand C10";https://www.hannovermesse.de/exhibitor/aubo-beijing-robotics-technology/N1612627;
Exhibitor;Augmented Industries GmbH;Germany;80335;München;Bavaria;;https://augmented-industries.de;"Hall 16, Stand F15, (7)";https://www.hannovermesse.de/exhibitor/augmented-industries/N1582019;
Exhibitor;Augmentir Inc.;United States of America;;Horsham 19044;;;http://www.augmentir.com;"Hall 14, Stand J35";https://www.hannovermesse.de/exhibitor/augmentir/N1574508;
Exhibitor;August-Wilhelm Scheer Institut für digitale Produkte und Prozesse;Germany;66123;Saarbrücken;Saarland;;https://www.aws-institut.de;"Hall 15, Stand E14";https://www.hannovermesse.de/exhibitor/august-wilhelm-scheer-institut/N1609792;
Exhibitor;August-Wilhelm Scheer Institut für digitale Produkte und Prozesse;Germany;66123;Saarbrücken;Saarland;;http://www.aws-institut.de;"Hall 11, Stand D41";https://www.hannovermesse.de/exhibitor/august-wilhelm-scheer-institut/N1458408;
Exhibitor;AUNOVIS GmbH;Germany;76187;Karlsruhe;Baden-Wurttemberg;;https://www.aunovis.de;"Hall 15, Stand D36";https://www.hannovermesse.de/exhibitor/aunovis/N1605326;
Exhibitor;Aupac Co., Ltd.;Japan;;Yamato-Shi 242-0012;;;https://aupac.co.jp/;"Hall 17, Stand A02";https://www.hannovermesse.de/exhibitor/aupac/N1608949;
Exhibitor;AURA SENSAE S.R.L.;Italy;20123;Milan;;;https://aurasensae.com;"Hall 26, Stand G44, (24)";https://www.hannovermesse.de/exhibitor/aura-sensae/N1611825;
Exhibitor;Aurora Live International Oy Ltd;Finland;00180;Helsinki;;;https://www.auroralive.com;"Hall 11, Stand E70";https://www.hannovermesse.de/exhibitor/aurora-live/N1605507;
Exhibitor;AUSKO Pte. Ltd.;Singapore;637021;Singapore;;;http://www.auskogroup.com;"Hall 17, Stand F76";https://www.hannovermesse.de/exhibitor/ausko/N1605328;
Exhibitor;Auspicious Electrical Engineering Co., Ltd.;Taiwan;248;New Taipei City;;;https://www.auspicious.com.tw;"Hall 27, Stand E87/1";https://www.hannovermesse.de/exhibitor/auspicious-electrical-engineering/N1605329;
Exhibitor;AUTFORCE Automations - GmbH;Austria;8403;Lebring;;;https://www.autfactory.com/;"Hall 15, Stand B01";https://www.hannovermesse.de/exhibitor/autforce-automation/N1605331;
Exhibitor;Autodesk GmbH;Germany;81541;München;Bavaria;;http://www.autodesk.de;"Hall 17, Stand E40";https://www.hannovermesse.de/exhibitor/autodesk/X794898;
Exhibitor;Automation ML e.V.;Germany;39106;Magdeburg;Saxony-Anhalt;;http://www.automationml.org;"Hall 27, Stand F60";https://www.hannovermesse.de/exhibitor/automation-ml/N1613072;
Exhibitor;Electronic Specifier Ltd.;United Kingdom;;Cranbrook TN173JU;;;http://www.electronicspecifier.com;Exhibitor pre-registered - Hall and Booth No. to follow shortly;https://www.hannovermesse.de/exhibitor/automation-news/N1612143;
Exhibitor;Automation Steeg und Hoffmeyer GmbH;Germany;55257;Budenheim;Rhineland Palatinate;;http://www.automation-gmbh.com;"Hall 11, Stand B49";https://www.hannovermesse.de/exhibitor/automation-steeg-und-hoffmeyer/N1611649;
Exhibitor;Automotive Parts Manufacturers' Association;Canada;;Toronto M9B 6H7;;;https://apma.ca;"Hall 27, Stand A12";https://www.hannovermesse.de/exhibitor/automotive-parts-manufacturers/N1574516;
Exhibitor;autonomIQ technologies GmbH;Germany;64319;Pfungstadt;Hesse;;https://www.autonomiq.de;"Hall 11, Stand B49";https://www.hannovermesse.de/exhibitor/autonomiq-technologies/N1611090;
Exhibitor;Autóflex-Knott Kft.;Hungary;6000;Kecskemét;;;http://www.autoflex.hu;"Hall 17, Stand F58";https://www.hannovermesse.de/exhibitor/autoflex-knott/N1611486;
Exhibitor;Avassa Systems AB;Sweden;113 21;Stockholm;;;http://avassa.io;"Hall 11, Stand D52";https://www.hannovermesse.de/exhibitor/avassa-systems/N1573650;
Exhibitor;AVEVA GmbH;Germany;60327;Frankfurt;Hesse;;http://www.aveva.com;"Hall 13, Stand C34";https://www.hannovermesse.de/exhibitor/aveva/N1526345;
Exhibitor;AVIC Nanjing Servo Control System Co.,Ltd.;China;211100;Nanjing;;;http://www.njservo.com;"Hall 23, Stand A68";https://www.hannovermesse.de/exhibitor/avic-nanjing-servo-control-system/N1612792;
Exhibitor;AV Industrial Products Ltd;United Kingdom;;Leicester LE18 2DB;;;http://www.avindustrialproducts.co.uk;"Hall 17, Stand E11";https://www.hannovermesse.de/exhibitor/av-industrial-products/N1605332;
Exhibitor;Aki Maenpaa - Avite Labs;Finland;01840;Klaukkala;;;https://www.avite.io;"Hall 11, Stand D51";https://www.hannovermesse.de/exhibitor/avite-labs/N1607151;
Exhibitor;Axians Cloud & IT-Automation GmbH;Germany;89081;Ulm;Baden-Wurttemberg;;http://www.axians.de;"Hall 14, Stand J28";https://www.hannovermesse.de/exhibitor/axians-cloud-it-automation/N1513392;
Exhibitor;AXIS Electrical Components (India) Pvt. Ltd.;India;;Mumbai 400067;;;http://www.axis-india.com;"Hall 12, Stand F53";https://www.hannovermesse.de/exhibitor/axis-electrical-components/N1613808;
Exhibitor;Axivant S.r.l.;Romania;020337;Bucharest;;;http://www.axivant.com;"Hall 14, Stand H18";https://www.hannovermesse.de/exhibitor/axivant/N1614975;
Exhibitor;Azumuta B.V.;Belgium;9000;Gent;;;http://www.azumuta.com;"Hall 17, Stand G16";https://www.hannovermesse.de/exhibitor/azumuta/N1513080;
Exhibitor;Babylon Software Ltd.;Israel;6022410;Or Yeguda;;;https://www.bridges-software.com;"Hall 15, Stand F46/1";https://www.hannovermesse.de/exhibitor/babylon-software/N1610778;
Exhibitor;Backwell Tech Corp. Europe GmbH;Germany;10785;Berlin;Berlin;;http://www.backwelltechcorp.com;"Hall 15, Stand E22";https://www.hannovermesse.de/exhibitor/backwell-tech-corp-europe/N1584785;
Exhibitor;Baden-Württemberg International Gesellschaft für internationale wirtschaftliche und wissenschaft- liche Zusammenarbeit mbH;Germany;70173;Stuttgart;Baden-Wurttemberg;;http://www.bw-i.de;"Hall 14, Stand J40";https://www.hannovermesse.de/exhibitor/baden-wurttemberg-international/N1476580;
Exhibitor;BÄR Automation GmbH;Germany;75050;Gemmingen;Baden-Wurttemberg;;https://www.baer-automation.com;"Hall 14, Stand J40";https://www.hannovermesse.de/exhibitor/bar-automation/N1606716;
Exhibitor;Bahra Electric Company;Saudi Arabia;21432;Jeddah;;;http://www.bahra-electric.com;"Hall 12, Stand E21";https://www.hannovermesse.de/exhibitor/bahra-electric/N1536832;
Exhibitor;Baier Hydraulic Power (Wuhan) Co., Ltd.;China;430080;Wuhan;;;http://en.baierchina.com/;"Hall 17, Stand E58, (01)";https://www.hannovermesse.de/exhibitor/baier-hydraulic-power-wuhan-/N1605334;
Exhibitor;Bain & Company United Kingdom LLP;United Kingdom;;London WC2N 5RW;;;https://www.bain.com;"Hall 27, Stand G22/1";https://www.hannovermesse.de/exhibitor/bain-company/N1509076;
Exhibitor;Baker Hughes INTEQ GmbH;Germany;29221;Celle;Lower Saxony;;http://www.bakerhughes.de;Convention Center (CC);https://www.hannovermesse.de/exhibitor/baker-hughes-inteq/N1520917;
Exhibitor;Baltec CNC Technologies UAB;Lithuania;47175;Kaunas;;;https://www.bct-parts.com;"Hall 26, Stand B78";https://www.hannovermesse.de/exhibitor/baltec-cnc-technologies/N1568893;
Exhibitor;Bundesanstalt für Material- forschung und -prüfung (BAM);Germany;12205;Berlin;Berlin;;http://www.bam.de;"Hall 11, Stand B49";https://www.hannovermesse.de/exhibitor/bam-bundesanstalt-fur-material/N1485950;
Exhibitor;Baoji Boze Metal Products Co., Ltd;China;721013;Baoji;;;http://www.bozemetal.com;"Hall 23, Stand A82";https://www.hannovermesse.de/exhibitor/baoji-boze-metal-products/N1578761;
Exhibitor;Baoji Demaosen Titanium Co., Ltd.;China;721000;Baoji;;;http://www.dmstitanium.com;"Hall 23, Stand A82";https://www.hannovermesse.de/exhibitor/baoji-demaosen-titanium/N1611487;
Exhibitor;Baoji Hengxin Derui Metal Materials Co., Ltd.;China;721013;Baoji;;;http://www.hxdrti.com;"Hall 12, Stand G54";https://www.hannovermesse.de/exhibitor/baoji-hengxin-derui-metal-materials/N1610199;
Exhibitor;BaoShunChang Super Alloy (Jiangxi) Co., Ltd.;China;338000;Xinyu;;;http://www.jxbsc-alloy.com;"Hall 17, Stand E85";https://www.hannovermesse.de/exhibitor/baoshunchang-super-alloy/N1611826;
Exhibitor;Baran Kablo A.S.;Türkiye;41455;Dilovasi;;;http://www.barankablo.com.tr;"Hall 13, Stand B72";https://www.hannovermesse.de/exhibitor/baran-kablo/N1511695;
Exhibitor;Barco, s.r.o.;Czech Republic;687 08;Buchlovice;;;http://www.barco.cz;"Hall 26, Stand G84";https://www.hannovermesse.de/exhibitor/barco/N1611116;
Exhibitor;Barricadix GbR Paul Eichwald, Valentin Antipin;Germany;33098;Paderborn;North Rhine-Westphalia;;http://www.barricadix.de;"Hall 11, Stand D30";https://www.hannovermesse.de/exhibitor/barricadix/N1609838;
Exhibitor;Hans Jürgen Barteldrees Barteldrees CAD Competence Center;Germany;33649;Bielefeld;North Rhine-Westphalia;;http://www.barteldrees.de;"Hall 17, Stand E40";https://www.hannovermesse.de/exhibitor/barteldrees-cad-competence-center/N1459805;
Exhibitor;Basinox Indústria e Comércio Ltda.;Brazil;95705-824;Bento Gonçalves RS;;;http://www.basinox.com.br;"Hall 12, Stand C22";https://www.hannovermesse.de/exhibitor/basinox-industria-e-comercio/N1608637;
Exhibitor;Basoglu Kablo ve Profil San. ve Tic. A.S.;Türkiye;34775;Ümraniye;;;http://www.basoglu.com;"Hall 12, Stand E04, (6)";https://www.hannovermesse.de/exhibitor/basoglu-kablo-ve-profil/N1541996;
Exhibitor;Basquevolt S.A.;Spain;01510;Vitoria-Gasteiz;;;http://www.basquevolt.com;"Hall 11, Stand C19";https://www.hannovermesse.de/exhibitor/basquevolt/N1615021;
Exhibitor;Bass Olcme Enstrumanlari A.S.;Türkiye;34776;Ümraniye;;;https://www.bass.com.tr;"Hall 27, Stand D10";https://www.hannovermesse.de/exhibitor/bass-olcme-enstrumanlari/N1565945;
Exhibitor;Deutsche Messe AG;Germany;30521;Hannover;Lower Saxony;;https://www.hannovermesse.de;"Hall 26, Stand G44, (44)";https://www.hannovermesse.de/exhibitor/battery-use-case/N1568855;
Exhibitor;BATTR Energy AG;Germany;87647;Kraftisried;Bavaria;;https://battr-energy.de;"Hall 11, Stand B41";https://www.hannovermesse.de/exhibitor/battr-energy/N1605335;
Exhibitor;Baumer GmbH;Germany;61169;Friedberg;Hesse;;http://www.baumer.com;"Hall 27, Stand G19/4";https://www.hannovermesse.de/exhibitor/baumer/N1607434;
Exhibitor;Bayer S.A.;Brazil;04779-900;Sao Paulo SP;;;http://www.bayer.com.br;"Hall 12, Stand C22";https://www.hannovermesse.de/exhibitor/bayer/N1610630;
Exhibitor;BayStartUP GmbH;Germany;80992;München;Bavaria;;http://www.baystartup.de;"Hall 11, Stand B41";https://www.hannovermesse.de/exhibitor/baystartup/N1605896;
Exhibitor;BDE Engineering GmbH;Germany;37688;Beverungen;North Rhine-Westphalia;;http://www.bde-engineering.de;"Hall 15, Stand A18/7";https://www.hannovermesse.de/exhibitor/bde-engineering/N1605336;
Exhibitor;BDE Engineering GmbH;Germany;37688;Beverungen;North Rhine-Westphalia;;http://www.bde-engineering.de;"Hall 15, Stand A18/6";https://www.hannovermesse.de/exhibitor/bde-engineering/N1574225;
Exhibitor;Bundesverband der Deutschen Sicherheits- und Verteidigungsindus (BDSV) e.V.;Germany;10117;Berlin;Berlin;;https://www.bdsv.eu;"Hall 26, Stand E98, (10)";https://www.hannovermesse.de/exhibitor/bdsv/N1610251;
Exhibitor;BearingPoint GmbH;Germany;60327;Frankfurt;Hesse;;http://www.bearingpoint.com;"Hall 13, Stand E21";https://www.hannovermesse.de/exhibitor/bearingpoint/N1575196;
Exhibitor;Bechtle Systemhaus Holding AG;Germany;74172;Neckarsulm;Baden-Wurttemberg;;https://www.bechtle.com;"Hall 17, Stand E20";https://www.hannovermesse.de/exhibitor/bechtle/N1610294;
Exhibitor;Bechtle PLM Deutschland GmbH;Germany;74172;Neckarsulm;Baden-Wurttemberg;;https://www.bechtle-plm.com;"Hall 17, Stand E20";https://www.hannovermesse.de/exhibitor/bechtle-plm-deutschland/N1483828;
Exhibitor;Beckhoff Automation GmbH & Co. KG;Germany;33415;Verl;North Rhine-Westphalia;;http://www.beckhoff.com;"Hall 27, Stand G56";https://www.hannovermesse.de/exhibitor/beckhoff-automation/N1476170;
Exhibitor;Beckhoff Automation GmbH & Co. KG;Germany;33415;Verl;North Rhine-Westphalia;;http://www.beckhoff.com;"Hall 27, Stand G59";https://www.hannovermesse.de/exhibitor/beckhoff-automation/N1483374;
Exhibitor;Beckhoff Automation GmbH & Co. KG;Germany;33415;Verl;North Rhine-Westphalia;;http://www.beckhoff.com;"Hall 27, Stand D37";https://www.hannovermesse.de/exhibitor/beckhoff-automation/N1612821;
Exhibitor;Bee2solutions, Lda;Portugal;7005-345;Évora;;;https://www.bee2solutions.com/;"Hall 15, Stand D53";https://www.hannovermesse.de/exhibitor/bee2solutions/N1611602;
Exhibitor;Beijing Beifen-Ruili Analytical Instrument (Group) Co., Ltd.;China;100095;Beijing;;;http://www.bjbfrl.com;"Hall 26, Stand C10";https://www.hannovermesse.de/exhibitor/beijing-beifen-ruili-analytical-inst-/N1613163;
Exhibitor;Beijing Biduk Electronics Co., Ltd.;China;101102;Beijing;;;http://www.bidukelec.com;"Hall 27, Stand J03";https://www.hannovermesse.de/exhibitor/beijing-biduk-electronics/N1608060;
Exhibitor;Beijing Creative New Energy Technology Development Co., Ltd.;China;100193;Beijing;;;http://www.creat-gr.com;"Hall 26, Stand C10";https://www.hannovermesse.de/exhibitor/beijing-creative-new-energy-tech-/N1613454;
Exhibitor;Beijing Duke Technology Co., Ltd.;China;100085;Beijing;;;https://www.duketech.com.cn;"Hall 26, Stand C10";https://www.hannovermesse.de/exhibitor/beijing-duke-technology/N1613455;
Exhibitor;Beijing Experiment Factory Co., Ltd.;China;100076;Beijing;;;;"Hall 12, Stand G87";https://www.hannovermesse.de/exhibitor/beijing-experiment-factory/N1611028;
Exhibitor;Beijing Feda Hight-Tech Gas Co., Ltd.;China;101102;Beijing;;;http://www.fdzd.com.cn;"Hall 12, Stand C98";https://www.hannovermesse.de/exhibitor/beijing-feda-hight-tech-gas/N1572813;
Exhibitor;Beijing Galbot AI Co., Ltd.;China;100080;Beijing;;;http://www.galbot.com;"Hall 26, Stand G76";https://www.hannovermesse.de/exhibitor/beijing-galbot-ai/N1610779;
Exhibitor;Beijing Grish Hitech Co., Ltd.;China;100085;Beijing;;;http://www.bjgrish.com;"Hall 26, Stand C10";https://www.hannovermesse.de/exhibitor/beijing-grish-hitech/N1613164;
Exhibitor;Beijing Guodian NDT Co., Ltd.;China;102209;Beijing;;;http://www.gdndt.com;"Hall 26, Stand E18/1";https://www.hannovermesse.de/exhibitor/beijing-guodian-ndt/N1609293;
Exhibitor;Beijing HCRT Electrical Equipment Co., Ltd.;China;100073;Beijing;;;http://www.bjhcrt.com;"Hall 12, Stand A75";https://www.hannovermesse.de/exhibitor/beijing-hcrt-electrical-equipment/N1612822;
Exhibitor;Beijing Heguang Zhicheng Technology Co., Ltd.;China;100142;Beijing;;;http://www.syntelligence.cn;"Hall 26, Stand C10";https://www.hannovermesse.de/exhibitor/beijing-heguang-zhicheng-technology/N1613456;
Exhibitor;Beijing HuaTian Mechanical-Electrical Institute Co., Ltd.;China;100036;Beijing;;;http://www.bhthv.com;"Hall 12, Stand C43/1";https://www.hannovermesse.de/exhibitor/beijing-huatian-mechanical-electrical/N1612574;
Exhibitor;Beijing Minli Energy Storage Technology Co., Ltd.;China;100176;Beijing;;;http://www.minli-energystorage.com;"Hall 12, Stand F10";https://www.hannovermesse.de/exhibitor/beijing-minli-energy-storage-technology/N1609819;
Exhibitor;Beijing Municipal Commerce Bureau;China;100744;Beijing;;;https://sw.beijing.gov.cn/;"Hall 11, Stand D70";https://www.hannovermesse.de/exhibitor/beijing-municipal-commerce-bureau/N1583877;
Exhibitor;Beijing Phybot Technology Co., Ltd.;China;100191;Beijing;;;http://www.phybot.tech;"Hall 26, Stand C10";https://www.hannovermesse.de/exhibitor/beijing-phybot-technology/N1612628;
Exhibitor;Beijing Qingchang Power Technology Co.,Ltd.;China;100085;Beijing;;;https://en.qch365.com;"Hall 12, Stand F12";https://www.hannovermesse.de/exhibitor/beijing-qingchang-power-technology/N1508660;
Exhibitor;Beijing Qiwu Technology Co., Ltd.;China;100089;Beijing;;;;"Hall 26, Stand C10";https://www.hannovermesse.de/exhibitor/beijing-qiwu-technology/N1613282;
